Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
corviknight;flying,steel;2.2 m;75 kg;pressure or unnerve or mirror-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png;495;Unknown;purple;false;false;98;87;105;53;85;67;poison;bug,grass;normal,flying,steel,psychic,dragon,fairy;fighting,rock,ice;ground,electric,fire;
blipbug;bug;0.4 m;8 kg;swarm or compound-eyes or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png;180;Unknown;blue;false;false;25;20;20;25;45;45;;;fighting,ground,grass;;flying,rock,fire;
dottler;bug,psychic;0.4 m;19.5 kg;swarm or compound-eyes or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png;335;Unknown;yellow;false;false;50;35;80;50;90;30;;fighting;ground,grass,psychic;;flying,rock,fire,bug,ghost,dark;
orbeetle;bug,psychic;0.4 m;40.8 kg;swarm or frisk or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png;505;Unknown;red;false;false;60;45;110;80;120;90;;fighting;ground,grass,psychic;;flying,rock,fire,bug,ghost,dark;
nickit;dark;0.6 m;8.9 kg;run-away or unburden or stakeout;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png;245;Unknown;brown;false;false;40;28;28;47;52;50;psychic;;ghost,dark;;fighting,bug,fairy;
thievul;dark;1.2 m;19.9 kg;run-away or unburden or stakeout;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png;455;Unknown;brown;false;false;70;58;58;87;92;90;psychic;;ghost,dark;;fighting,bug,fairy;
gossifleur;grass;0.4 m;2.2 kg;cotton-down or regenerator or effect-spore;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png;250;Unknown;green;false;false;40;40;60;40;60;10;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
eldegoss;grass;0.5 m;2.5 kg;cotton-down or regenerator or effect-spore;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png;460;Unknown;green;false;false;60;50;90;80;120;60;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
wooloo;normal;0.6 m;6 kg;fluffy or run-away or bulletproof;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png;270;Unknown;white;false;false;42;40;55;40;45;48;ghost;;;;fighting;
dubwool;normal;1.3 m;43 kg;fluffy or steadfast or bulletproof;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png;490;Unknown;white;false;false;72;80;100;60;90;88;ghost;;;;fighting;
chewtle;water;0.3 m;8.5 kg;strong-jaw or shell-armor or swift-swim;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png;284;Unknown;green;false;false;50;64;50;38;38;44;;;steel,fire,water,ice;;grass,electric;
drednaw;water,rock;1 m;115.5 kg;strong-jaw or shell-armor or swift-swim;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png;485;Unknown;green;false;false;90;115;90;48;68;74;;fire;ice,normal,flying,poison;steel,water;electric,fighting,ground;grass
yamper;electric;0.3 m;13.5 kg;ball-fetch or rattled;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png;270;Unknown;yellow;false;false;59;45;50;40;50;26;;;flying,steel,electric;;ground;
boltund;electric;1 m;34 kg;strong-jaw or competitive;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png;490;Unknown;yellow;false;false;69;90;60;90;60;121;;;flying,steel,electric;;ground;
rolycoly;rock;0.3 m;12 kg;steam-engine or heatproof or flash-fire;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png;240;Unknown;black;false;false;30;40;50;40;50;30;;;normal,flying,poison,fire;;fighting,ground,steel,water,grass;
carkol;rock,fire;1.1 m;78 kg;steam-engine or flame-body or flash-fire;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png;410;Unknown;black;false;false;80;60;90;60;70;50;;fire;normal,flying,poison,bug,ice,fairy;steel,grass;fighting,rock;ground,water
coalossal;rock,fire;2.8 m;310.5 kg;steam-engine or flame-body or flash-fire;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png;510;Unknown;black;false;false;110;80;120;80;90;30;;fire;normal,flying,poison,bug,ice,fairy;steel,grass;fighting,rock;ground,water
applin;grass,dragon;0.2 m;0.5 kg;ripen or gluttony or bulletproof;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png;260;Unknown;green;false;false;40;40;80;40;40;20;;water,grass,electric;ground;fire;flying,poison,bug,dragon,fairy;ice
flapple;grass,dragon;0.3 m;1 kg;ripen or gluttony or hustle;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png;485;Unknown;green;false;false;70;110;80;95;60;70;;water,grass,electric;ground;fire;flying,poison,bug,dragon,fairy;ice
appletun;grass,dragon;0.4 m;13 kg;ripen or gluttony or thick-fat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png;485;Unknown;green;false;false;110;85;80;100;80;30;;water,grass,electric;ground;fire;flying,poison,bug,dragon,fairy;ice
silicobra;ground;2.2 m;7.6 kg;sand-spit or shed-skin or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png;315;Unknown;green;false;false;52;57;75;35;50;46;electric;;poison,rock;;water,grass,ice;
sandaconda;ground;3.8 m;65.5 kg;sand-spit or shed-skin or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png;510;Unknown;green;false;false;72;107;125;65;70;71;electric;;poison,rock;;water,grass,ice;
cramorant;flying,water;0.8 m;18 kg;gulp-missile;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png;475;Unknown;blue;false;false;70;85;55;85;95;85;ground;;fighting,bug,steel,fire,water;grass,ice;rock;electric
arrokuda;water;0.5 m;1 kg;swift-swim or propeller-tail;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png;280;Unknown;brown;false;false;41;63;40;40;30;66;;;steel,fire,water,ice;;grass,electric;
barraskewda;water;1.3 m;30 kg;swift-swim or propeller-tail;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png;490;Unknown;brown;false;false;61;123;60;60;50;136;;;steel,fire,water,ice;;grass,electric;
toxel;electric,poison;0.4 m;11 kg;rattled or static or klutz;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png;242;Unknown;purple;false;false;40;38;35;54;35;40;;;flying,steel,electric,fighting,poison,bug,grass,fairy;;psychic;ground
toxtricity-amped;electric,poison;1.6 m;40 kg;punk-rock or plus or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png;502;Unknown;purple;false;false;75;98;70;114;70;75;;;flying,steel,electric,fighting,poison,bug,grass,fairy;;psychic;ground
sizzlipede;fire,bug;0.7 m;1 kg;flash-fire or white-smoke or flame-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png;305;Unknown;red;false;false;50;65;45;50;50;45;;grass;bug,steel,ice,fairy,fighting;fire,ground;water,flying;rock
centiskorch;fire,bug;3 m;120 kg;flash-fire or white-smoke or flame-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png;525;Unknown;red;false;false;100;115;65;90;90;65;;grass;bug,steel,ice,fairy,fighting;fire,ground;water,flying;rock
clobbopus;fighting;0.6 m;4 kg;limber or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png;310;Unknown;brown;false;false;50;68;60;50;50;32;;;rock,bug,dark;;flying,psychic,fairy;
grapploct;fighting;1.6 m;39 kg;limber or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png;480;Unknown;blue;false;false;80;118;90;70;80;42;;;rock,bug,dark;;flying,psychic,fairy;
sinistea;ghost;0.1 m;0.2 kg;weak-armor or cursed-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png;308;Unknown;purple;false;false;40;45;45;74;54;50;normal,fighting;;poison,bug;;ghost,dark;
polteageist;ghost;0.2 m;0.4 kg;weak-armor or cursed-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png;508;Unknown;purple;false;false;60;65;65;134;114;70;normal,fighting;;poison,bug;;ghost,dark;
hatenna;psychic;0.4 m;3.4 kg;healer or anticipation or magic-bounce;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png;265;Unknown;pink;false;false;42;30;45;56;53;39;;;fighting,psychic;;bug,ghost,dark;
hattrem;psychic;0.6 m;4.8 kg;healer or anticipation or magic-bounce;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png;370;Unknown;pink;false;false;57;40;65;86;73;49;;;fighting,psychic;;bug,ghost,dark;
hatterene;psychic,fairy;2.1 m;5.1 kg;healer or anticipation or magic-bounce;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png;510;Unknown;pink;false;false;57;90;95;136;103;29;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
impidimp;dark,fairy;0.4 m;5.5 kg;prankster or frisk or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png;265;Unknown;pink;false;false;45;45;30;55;40;50;psychic,dragon;dark;ghost;fighting,bug;fairy,poison,steel;
morgrem;dark,fairy;0.8 m;12.5 kg;prankster or frisk or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png;370;Unknown;pink;false;false;65;60;45;75;55;70;psychic,dragon;dark;ghost;fighting,bug;fairy,poison,steel;
grimmsnarl;dark,fairy;1.5 m;61 kg;prankster or frisk or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png;510;Unknown;purple;false;false;95;120;65;95;75;60;psychic,dragon;dark;ghost;fighting,bug;fairy,poison,steel;
obstagoon;dark,normal;1.6 m;46 kg;reckless or guts or defiant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png;520;Unknown;gray;false;false;93;90;101;60;81;95;psychic,ghost;;dark;;bug,fairy;fighting
perrserker;steel;0.8 m;28 kg;battle-armor or tough-claws or steely-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png;440;Unknown;brown;false;false;70;110;100;50;60;50;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
cursola;ghost;1 m;0.4 kg;weak-armor or perish-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png;510;Unknown;white;false;false;60;95;50;145;130;30;normal,fighting;;poison,bug;;ghost,dark;
sirfetchd;fighting;0.8 m;117 kg;steadfast or scrappy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png;507;Unknown;white;false;false;62;135;95;68;82;65;;;rock,bug,dark;;flying,psychic,fairy;
mr-rime;ice,psychic;1.5 m;58.2 kg;tangled-feet or screen-cleaner or ice-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png;520;Unknown;purple;false;false;80;85;75;110;100;70;;;ice,psychic;fighting;rock,steel,fire,bug,ghost,dark;
runerigus;ground,ghost;1.6 m;66.6 kg;wandering-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png;483;Unknown;gray;false;false;58;95;145;50;105;30;electric,normal,fighting;poison;rock,bug;;water,grass,ice,ghost,dark;
milcery;fairy;0.2 m;0.3 kg;sweet-veil or aroma-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png;270;Unknown;white;false;false;45;40;40;50;61;34;dragon;;fighting,bug,dark;;poison,steel;
alcremie;fairy;0.3 m;0.5 kg;sweet-veil or aroma-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png;495;Unknown;white;false;false;65;60;75;110;121;64;dragon;;fighting,bug,dark;;poison,steel;
falinks;fighting;3 m;62 kg;battle-armor or defiant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png;470;Unknown;yellow;false;false;65;100;100;70;60;75;;;rock,bug,dark;;flying,psychic,fairy;
pincurchin;electric;0.3 m;1 kg;lightning-rod or electric-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png;435;Unknown;purple;false;false;48;101;95;91;85;15;;;flying,steel,electric;;ground;
snom;ice,bug;0.3 m;3.8 kg;shield-dust or ice-scales;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png;185;Unknown;white;false;false;30;25;35;45;30;20;;;ice,ground,grass;fighting;steel,flying;rock,fire
frosmoth;ice,bug;1.3 m;42 kg;shield-dust or ice-scales;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png;475;Unknown;white;false;false;70;65;60;125;90;65;;;ice,ground,grass;fighting;steel,flying;rock,fire
stonjourner;rock;2.5 m;520 kg;power-spot;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png;470;Unknown;gray;false;false;100;125;135;20;20;70;;;normal,flying,poison,fire;;fighting,ground,steel,water,grass;
eiscue-ice;ice;1.4 m;89 kg;ice-face;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png;470;Unknown;blue;false;false;75;80;110;65;90;50;;;ice;;fighting,rock,steel,fire;
